"Package","LinkedPackage","Date"
"ade4TkGUI","ade4 (>= 1.4-3)","2009-11-19"
"ade4TkGUI","tcltk","2009-11-19"
"adegenet","methods","2009-11-19"
"adehabitat","R (>= 2.7.0)","2009-11-19"
"adehabitat","ade4","2009-11-19"
"adephylo","methods","2009-11-19"
"adephylo","phylobase","2009-11-19"
"adephylo","ape","2009-11-19"
"adephylo","ade4","2009-11-19"
"adimpro","R (>= 2.6.0)","2009-11-19"
"adimpro","grDevices","2009-11-19"
"adlift","EbayesThresh","2009-11-19"
"AdMit","mvtnorm","2009-11-19"
"AER","R (>= 2.5.0)","2009-11-19"
"AER","stats","2009-11-19"
"AER","car","2009-11-19"
"AER","Formula (>= 0.2-0)","2009-11-19"
"AER","lmtest","2009-11-19"
"AER","sandwich","2009-11-19"
"AER","strucchange","2009-11-19"
"AER","survival","2009-11-19"
"AER","zoo","2009-11-19"
"agce","nlme","2009-11-19"
"AGSDest","ldbounds","2009-11-19"
"agsemisc","R (>= 1.8.0)","2009-11-19"
"agsemisc","lattice","2009-11-19"
"agsemisc","grid","2009-11-19"
"AIGIS","R (>= 2.5.1)","2009-11-19"
"AIGIS","gpclib (>= 1.4)","2009-11-19"
"AIS","R (>= 2.1.0)","2009-11-19"
"alphahull","tripack","2009-11-19"
"alphahull","sgeostat","2009-11-19"
"ALS","nnls (>= 1.1)","2009-11-19"
"ALS","Iso","2009-11-19"
"Amelia","R (>= 2.0.0)","2009-11-19"
"Amelia","foreign","2009-11-19"
"Amelia","utils","2009-11-19"
"amer","methods","2009-11-19"
"amer","lme4","2009-11-19"
"amer","Matrix","2009-11-19"
"anacor","rgl","2009-11-19"
"anacor","scatterplot3d","2009-11-19"
"anacor","fda","2009-11-19"
"anacor","colorspace","2009-11-19"
"anacor","car","2009-11-19"
"analogue","R (>= 2.5.0)","2009-11-19"
"analogue","stats","2009-11-19"
"analogue","graphics","2009-11-19"
"analogue","vegan","2009-11-19"
"analogue","lattice","2009-11-19"
"analogue","MASS","2009-11-19"
"AnalyzeFMRI","tcltk","2009-11-19"
"AnalyzeFMRI","R.matlab","2009-11-19"
"AnalyzeFMRI","fastICA","2009-11-19"
"anchors","R (>= 2.4.0)","2009-11-19"
"anchors","rgenoud","2009-11-19"
"anchors","MASS","2009-11-19"
"animation","MASS","2009-11-19"
"anm","R (>= 1.4)","2009-11-19"
"anm","clim.pact","2009-11-19"
"anm","xtable","2009-11-19"
"ant","rJava (>= 0.8-0)","2009-11-19"
"aod","R (>= 2.0.0)","2009-11-19"
"aod","methods","2009-11-19"
"aod","stats","2009-11-19"
"ape","R (>= 2.6.0)","2009-11-19"
"aplpack","R (>= 2.6.0)","2009-11-19"
"aplpack","tcltk","2009-11-19"
"approximator","R (>= 2.0.0)","2009-11-19"
"approximator","emulator","2009-11-19"
"apsrtable","R (>= 2.8.0)","2009-11-19"
"apsrtable","methods","2009-11-19"
"apTreeshape","R (>= 2.0.0)","2009-11-19"
"AquaEnv","minpack.lm","2009-11-19"
"AquaEnv","deSolve","2009-11-19"
"archetypes","nnls (>= 1.1)","2009-11-19"
"ArDec","stats","2009-11-19"
"ArDec","methods","2009-11-19"
"arm","methods","2009-11-19"
"arm","R (>= 2.6.0)","2009-11-19"
"arm","MASS","2009-11-19"
"arm","Matrix (>= 0.999375-10)","2009-11-19"
"arm","lme4 (>=,"2009-11-19"
0.999375-16)","2009-11-19"
"arm","R2WinBUGS","2009-11-19"
"aroma.affymetrix","R (>= 2.8.0)","2009-11-19"
"aroma.affymetrix","R.utils (>= 1.2.4)","2009-11-19"
"aroma.affymetrix","aroma.core (>= 1.3.0)","2009-11-19"
"aroma.affymetrix","aroma.light (>= 1.14.0)","2009-11-19"
"aroma.affymetrix","aroma.apd (>= 0.1.7)","2009-11-19"
"aroma.affymetrix","R.rsp (>=,"2009-11-19"
0.3.6)","2009-11-19"
"aroma.affymetrix","affxparser (>= 1.16.0)","2009-11-19"
"aroma.apd","R (>= 2.2.0)","2009-11-19"
"aroma.apd","R.methodsS3","2009-11-19"
"aroma.apd","R.utils","2009-11-19"
"aroma.apd","R.huge (>= 0.2.0)","2009-11-19"
"aroma.apd","affxparser","2009-11-19"
"aroma.core","R (>= 2.8.0)","2009-11-19"
"aroma.core","R.methodsS3 (>= 1.0.3)","2009-11-19"
"aroma.core","R.oo (>= 1.6.5)","2009-11-19"
"aroma.core","R.utils,"2009-11-19"
(>= 1.2.4)","2009-11-19"
"aroma.core","R.cache (>= 0.2.0)","2009-11-19"
"aroma.core","R.filesets (>= 0.6.5)","2009-11-19"
"aroma.core","R.rsp,"2009-11-19"
(>= 0.3.6)","2009-11-19"
"aroma.core","matrixStats (>= 0.1.4)","2009-11-19"
"aroma.core","digest (>= 0.4.1)","2009-11-19"
"aroma.core","aroma.light (>= 1.14.0)","2009-11-19"
"aroma.light","R.methodsS3","2009-11-19"
"arrayImpute","RGtk2","2009-11-19"
"arrayImpute","cairoDevice","2009-11-19"
"arrayImpute","impute","2009-11-19"
"arrayImpute","matlab","2009-11-19"
"arrayImpute","quantreg","2009-11-19"
"arrayImpute","gnm","2009-11-19"
"arrayImpute","nlme","2009-11-19"
"arrayMissPattern","RGtk2","2009-11-19"
"arrayMissPattern","cairoDevice","2009-11-19"
"arrayMissPattern","spatstat","2009-11-19"
"ars","R (>= 2.4.0)","2009-11-19"
"arules","R (>= 2.7.0)","2009-11-19"
"arules","stats","2009-11-19"
"arules","methods","2009-11-19"
"arules","Matrix (>= 0.999375-9)","2009-11-19"
"arulesNBMiner","arules (>= 0.6-6)","2009-11-19"
"arulesNBMiner","rJava (>= 0.6-0)","2009-11-19"
"arulesSequences","R (>= 2.7.0)","2009-11-19"
"arulesSequences","methods","2009-11-19"
"arulesSequences","arules (>= 0.6-6)","2009-11-19"
"ascii","R (>= 2.7)","2009-11-19"
"ascii","proto","2009-11-19"
"aspace","R (>= 2.0.1)","2009-11-19"
"aspace","adehabitat","2009-11-19"
"aspace","ade4","2009-11-19"
"aspace","gpclib","2009-11-19"
"aspace","sp","2009-11-19"
"aspace","maptools","2009-11-19"
"aster","R (>= 2.4.1)","2009-11-19"
"aster","trust","2009-11-19"
"asuR","MASS","2009-11-19"
"asuR","lattice","2009-11-19"
"asuR","grid","2009-11-19"
"asuR","methods","2009-11-19"
"asuR","lme4","2009-11-19"
"asympTest","R (>= 1.8.0)","2009-11-19"
"asypow","R (>= 2.2.0)","2009-11-19"
"asypow","stats","2009-11-19"
"atm","oosp","2009-11-19"
"atmi","R (>= 2.9.0)","2009-11-19"
"atmi","TTR","2009-11-19"
"audio","R (>= 2.0.0)","2009-11-19"
"automap","R (>= 2.4.0)","2009-11-19"
"automap","methods","2009-11-19"
"automap","sp (>= 0.9-4)","2009-11-19"
"automap","gstat (>= 0.9-58)","2009-11-19"
"aws","R (>= 2.5.0)","2009-11-19"
"aws","methods","2009-11-19"
"aylmer","methods","2009-11-19"
"aylmer","Brobdingnag","2009-11-19"
"aylmer","partitions","2009-11-19"
"BACCO","emulator","2009-11-19"
"BACCO","calibrator","2009-11-19"
"BACCO","approximator","2009-11-19"
"backfitRichards","R (>= 2.0.0)","2009-11-19"
"backfitRichards","richards (>= 0.5)","2009-11-19"
"backfitRichards","methods","2009-11-19"
"backtest","R (>= 2.3.0)","2009-11-19"
"backtest","methods","2009-11-19"
"backtest","grid","2009-11-19"
"backtest","lattice","2009-11-19"
"BaM","R (>= 1.4.1)","2009-11-19"
"BaM","bayesm","2009-11-19"
"BaM","coda","2009-11-19"
"BaM","MASS","2009-11-19"
"BaM","stats","2009-11-19"
"BaM","mice","2009-11-19"
"BaM","survival","2009-11-19"
"BaM","foreign","2009-11-19"
"BaM","nnet","2009-11-19"
"BAMD","coda","2009-11-19"
"BARD","digest","2009-11-19"
"BAS","R (>= 2.6)","2009-11-19"
"bayesCGH","snapCGH","2009-11-19"
"bayesCGH","methods","2009-11-19"
"bayescount","R (>= 2.6)","2009-11-19"
"bayescount","runjags (>= 0.9.2)","2009-11-19"
"bayescount","coda","2009-11-19"
"bayescount","lattice","2009-11-19"
"bayescount","stats","2009-11-19"
"bayescount","utils","2009-11-19"
"BayesDA","stats","2009-11-19"
"BayesDA","R (>= 2.2.0)","2009-11-19"
"bayesGARCH","mvtnorm","2009-11-19"
"bayesGARCH","coda","2009-11-19"
"bayesm","R (>= 2.5.1)","2009-11-19"
"bayesmix","R (>= 2.6)","2009-11-19"
"bayesmix","coda","2009-11-19"
"BayesQTLBIC","leaps","2009-11-19"
"bayesSurv","R (>= 2.0.0)","2009-11-19"
"bayesSurv","survival","2009-11-19"
"bayesSurv","coda","2009-11-19"
"bayesSurv","smoothSurv","2009-11-19"
"BayesTree","nnet","2009-11-19"
"BayesValidate","R (>= 2.0.1)","2009-11-19"
"BayesX","akima","2009-11-19"
"BayesX","shapefiles","2009-11-19"
"BayHaz","R (>= 1.8.0)","2009-11-19"
"BayHaz","splines","2009-11-19"
"BAYSTAR","R (>= 2.8.0)","2009-11-19"
"BAYSTAR","mvtnorm","2009-11-19"
"BB","R (>= 2.6.1)","2009-11-19"
"BB","numDeriv","2009-11-19"
"bbmle","R (>= 2.0.0)","2009-11-19"
"bbmle","methods","2009-11-19"
"bbmle","stats","2009-11-19"
"bbmle","graphics","2009-11-19"
"BCE","R (>= 2.0.1)","2009-11-19"
"BCE","limSolve","2009-11-19"
"Bchron","coda","2009-11-19"
"Bchron","hdrcde","2009-11-19"
"bclust","R (>= 2.8.1)","2009-11-19"
"bcp","methods","2009-11-19"
"bcp","stats","2009-11-19"
"bcp","graphics","2009-11-19"
"bdsmatrix","methods","2009-11-19"
"bdsmatrix","R (>= 2.0.0)","2009-11-19"
"bear","R (>= 2.9.0)","2009-11-19"
"bear","reshape","2009-11-19"
"bear","nlme","2009-11-19"
"bear","sciplot","2009-11-19"
"bear","plotrix","2009-11-19"
"bear","ICSNP","2009-11-19"
"bear","gdata","2009-11-19"
"bestglm","R (>= 2.0.0)","2009-11-19"
"bestglm","leaps","2009-11-19"
"betaper","vegan","2009-11-19"
"betaper","ellipse","2009-11-19"
"betareg","R (>= 2.6.0)","2009-11-19"
"betareg","stats","2009-11-19"
"bethel","R (>= 2.5.0)","2009-11-19"
"BHH2","R (>= 2.0.0)","2009-11-19"
"biclust","MASS","2009-11-19"
"biclust","grid","2009-11-19"
"biclust","vcd","2009-11-19"
"biclust","colorspace","2009-11-19"
"bifactorial","mvtnorm","2009-11-19"
"bifactorial","multcomp","2009-11-19"
"bifactorial","lattice","2009-11-19"
"bifactorial","graphics","2009-11-19"
"bifactorial","methods","2009-11-19"
"biglm","DBI","2009-11-19"
"biglm","methods","2009-11-19"
"bigmemory","methods","2009-11-19"
"bigmemory","stats","2009-11-19"
"bigmemory","utils","2009-11-19"
"bim","stats","2009-11-19"
"bim","qtl","2009-11-19"
"bindata","e1071","2009-11-19"
"bindata","mvtnorm (>= 0.7-0)","2009-11-19"
"binMto","mvtnorm","2009-11-19"
"binom","lattice","2009-11-19"
"binomSamSize","binom","2009-11-19"
"bio.infer","R (>= 2.7.0)","2009-11-19"
"bio.infer","tcltk","2009-11-19"
"BiodiversityR","R (>= 2.9.0)","2009-11-19"
"BiodiversityR","vegan (>= 1.15-3)","2009-11-19"
"BioIDMapper","R (>= 2.7.0)","2009-11-19"
"BioIDMapper","RCurl","2009-11-19"
"BioIDMapper","XML","2009-11-19"
"biOpsGUI","R (>= 2.4.0)","2009-11-19"
"biOpsGUI","RGtk2","2009-11-19"
"biOpsGUI","biOps","2009-11-19"
"bipartite","MASS","2009-11-19"
"bipartite","vegan","2009-11-19"
"BiplotGUI","R (>= 2.7.0)","2009-11-19"
"BiplotGUI","deldir","2009-11-19"
"BiplotGUI","rgl (>= 0.79)","2009-11-19"
"BiplotGUI","tcltk","2009-11-19"
"BiplotGUI","tcltk2 (>= 1.0-7)","2009-11-19"
"BiplotGUI","tkrplot (>= 0.0-18)","2009-11-19"
"birch","ellipse","2009-11-19"
"bise","R (>= 1.9)","2009-11-19"
"bit","R (>= 2.9.2)","2009-11-19"
"biwt","R (>= 2.1.0)","2009-11-19"
"biwt","rrcov","2009-11-19"
"biwt","MASS","2009-11-19"
"BLCOP","methods","2009-11-19"
"BLCOP","RUnit","2009-11-19"
"BLCOP","MASS","2009-11-19"
"BLCOP","quadprog","2009-11-19"
"BLCOP","corpcor","2009-11-19"
"BLCOP","sn","2009-11-19"
"blighty","utils","2009-11-19"
"blockTools","MASS","2009-11-19"
"blockTools","gtools","2009-11-19"
"blockTools","nbpMatching","2009-11-19"
"blockTools","xtable","2009-11-19"
"BMA","survival","2009-11-19"
"BMA","leaps","2009-11-19"
"bmd","R (>= 2.6.0)","2009-11-19"
"bmd","drc","2009-11-19"
"Bmix","mvtnorm","2009-11-19"
"BMN","R (>= 2.6.0)","2009-11-19"
"bnlearn","R (>= 2.8.0)","2009-11-19"
"bnlearn","utils","2009-11-19"
"boa","R (>= 1.7)","2009-11-19"
"boolean","R (>= 2.0.1)","2009-11-19"
"boolean","Zelig","2009-11-19"
"boot","R (>= 2.7.0)","2009-11-19"
"boot","graphics","2009-11-19"
"boot","stats","2009-11-19"
"BootPR","zoo","2009-11-19"
"BootPR","combinat","2009-11-19"
"bootRes","base","2009-11-19"
"bootRes","stats","2009-11-19"
"bootRes","utils","2009-11-19"
"bootspecdens","MASS","2009-11-19"
"bootStepAIC","R(>= 2.3.0)","2009-11-19"
"bootStepAIC","MASS","2009-11-19"
"bootstrap","stats","2009-11-19"
"bootstrap","R (>= 2.1.0)","2009-11-19"
"bpca","R (>= 2.6.0)","2009-11-19"
"bpca","scatterplot3d","2009-11-19"
"bpca","rgl","2009-11-19"
"bpca","MASS","2009-11-19"
"BPHO","R (>= 2.5.1)","2009-11-19"
"bqtl","R (>= 2.6.0)","2009-11-19"
"BradleyTerry","R (>= 1.8.0)","2009-11-19"
"brainwaver","R (>= 1.5.0)","2009-11-19"
"brainwaver","waveslim","2009-11-19"
"brglm","R (>= 2.6.0)","2009-11-19"
"brglm","profileModel","2009-11-19"
"Brobdingnag","R (>= 2.6.0)","2009-11-19"
"Brobdingnag","methods","2009-11-19"
"Brobdingnag","graphics","2009-11-19"
"bs","R (>= 1.8.0)","2009-11-19"
"bs","nlme","2009-11-19"
"bs","methods","2009-11-19"
"BSagri","R (>= 2.7.0)","2009-11-19"
"BSagri","mvtnorm","2009-11-19"
"BSagri","multcomp","2009-11-19"
"BSagri","gamlss","2009-11-19"
"BSagri","mratios","2009-11-19"
"BSagri","MCPAN","2009-11-19"
"BSagri","pairwiseCI","2009-11-19"
"BSagri","lattice","2009-11-19"
"BSagri","geepack","2009-11-19"
"BSagri","boot","2009-11-19"
"BSDA","e1071","2009-11-19"
"BsMD","R(>= 2.7.0)","2009-11-19"
"bvpSolve","R (>= 2.01)","2009-11-19"
"bvpSolve","rootSolve","2009-11-19"
"bvpSolve","deSolve","2009-11-19"
"ca","R (>= 2.0.0)","2009-11-19"
"ca","rgl (>= 0.64-10)","2009-11-19"
"CADFtest","dynlm","2009-11-19"
"CADFtest","sandwich","2009-11-19"
"CADFtest","tseries","2009-11-19"
"CADFtest","urca","2009-11-19"
"CADStat","JGR","2009-11-19"
"CADStat","XML","2009-11-19"
"CADStat","lattice","2009-11-19"
"CADStat","bio.infer","2009-11-19"
"CADStat","gdata","2009-11-19"
"CADStat","gmodels","2009-11-19"
"CADStat","car","2009-11-19"
"CADStat","MASS","2009-11-19"
"CADStat","quantreg","2009-11-19"
"CADStat","rpart","2009-11-19"
"CADStat","rJava","2009-11-19"
"caGUI","R (>= 2.0.0)","2009-11-19"
"caGUI","rgl (>= 0.64-10)","2009-11-19"
"caGUI","ca (>= 0.2-1)","2009-11-19"
"caGUI","tcltk2 (>=,"2009-11-19"
1.0-7)","2009-11-19"
"Cairo","R (>= 2.4.0)","2009-11-19"
"cairoDevice","R (>= 2.7.0)","2009-11-19"
"CalciOMatic","cobs","2009-11-19"
"calib","R (>= 2.7.0)","2009-11-19"
"calib","stats","2009-11-19"
"calib","nlme","2009-11-19"
"calib","methods","2009-11-19"
"calibrate","R (>= 1.8.0)","2009-11-19"
"calibrator","R (>= 2.0.0)","2009-11-19"
"calibrator","emulator","2009-11-19"
"caMassClass","R (>= 2.0.0)","2009-11-19"
"caMassClass","PROcess","2009-11-19"
"caMassClass","e1071","2009-11-19"
"caMassClass","nnet","2009-11-19"
"caMassClass","rpart","2009-11-19"
"caMassClass","caTools","2009-11-19"
"caMassClass","XML","2009-11-19"
"caMassClass","digest","2009-11-19"
"caMassClass","MASS","2009-11-19"
"candisc","car","2009-11-19"
"candisc","heplots (>= 0.8-6)","2009-11-19"
"candisc","graphics","2009-11-19"
"candisc","stats","2009-11-19"
"canvas","R (>= 2.8.1)","2009-11-19"
"car","R (>= 2.1.1)","2009-11-19"
"car","stats","2009-11-19"
"car","graphics","2009-11-19"
"CarbonEL","R (>= 2.0.0)","2009-11-19"
"CarbonEL","grDevices","2009-11-19"
"caret","R (>= 2.5.1)","2009-11-19"
"caret","lattice","2009-11-19"
"caret","reshape","2009-11-19"
"caroline","R (>= 1.8.0)","2009-11-19"
"caTools","R (>= 2.2.0)","2009-11-19"
"caTools","bitops","2009-11-19"
"CausalGAM","R (>= 2.9.0)","2009-11-19"
"CausalGAM","gam (>= 1.0.1)","2009-11-19"
"cba","R (>= 2.4.1)","2009-11-19"
"cba","grid","2009-11-19"
"cba","proxy","2009-11-19"
"CCA","fda","2009-11-19"
"CCA","fields","2009-11-19"
"ccems","odesolve","2009-11-19"
"ccems","snow","2009-11-19"
"ccems","PolynomF","2009-11-19"
"ccgarch","R (>= 2.6.1)","2009-11-19"
"cclust","stats","2009-11-19"
"CDFt","R (>= 1.8.0)","2009-11-19"
"CDNmoney","R (>= 2.5.0)","2009-11-19"
"CellularAutomaton","R.oo","2009-11-19"
"cellVolumeDist","minpack.lm (>= 1.1-1)","2009-11-19"
"cellVolumeDist","gplots","2009-11-19"
"celsius","Biobase","2009-11-19"
"celsius","methods","2009-11-19"
"cem","R (>= 2.6.0)","2009-11-19"
"cem","nlme","2009-11-19"
"cem","lattice","2009-11-19"
"cem","randomForest","2009-11-19"
"cfa","R (>= 2.00)","2009-11-19"
"cggd","R (>= 2.4.0)","2009-11-19"
"cggd","grDevices","2009-11-19"
"cggd","graphics","2009-11-19"
"cggd","stats","2009-11-19"
"cggd","utils","2009-11-19"
"cgh","R (>= 2.6.0)","2009-11-19"
"ChainLadder","Hmisc","2009-11-19"
"ChainLadder","lattice","2009-11-19"
"ChainLadder","stats","2009-11-19"
"changeLOS","R (>= 1.8.1)","2009-11-19"
"changeLOS","survival","2009-11-19"
"chemometrics","class","2009-11-19"
"chemometrics","e1071","2009-11-19"
"chemometrics","lars","2009-11-19"
"chemometrics","MASS","2009-11-19"
"chemometrics","mclust","2009-11-19"
"chemometrics","nnet","2009-11-19"
"chemometrics","pcaPP","2009-11-19"
"chemometrics","pls","2009-11-19"
"chemometrics","rpart","2009-11-19"
"chemometrics","robustbase","2009-11-19"
"chemometrics","som","2009-11-19"
"CHNOSZ","utils","2009-11-19"
"choplump","R (>= 2.5.0)","2009-11-19"
"choplump","stats","2009-11-19"
"chplot","ellipse","2009-11-19"
"chplot","KernSmooth","2009-11-19"
"chplot","lattice","2009-11-19"
"chron","R (>= 2.4.0)","2009-11-19"
"cimis","R (>= 2.8.1)","2009-11-19"
"CircNNTSR","stats","2009-11-19"
"CircSpatial","R (>= 2.10.0)","2009-11-19"
"CircSpatial","fields (>= 6.01)","2009-11-19"
"CircSpatial","CircStats (>= 0.2-4)","2009-11-19"
"CircSpatial","geoR,"2009-11-19"
(>= 1.6-27)","2009-11-19"
"CircSpatial","RandomFields (>= 1.3.41)","2009-11-19"
"CircSpatial","spam (>= 0.15-5)","2009-11-19"
"CircSpatial","MASS,"2009-11-19"
(>= 7.3-3)","2009-11-19"
"CircSpatial","sp (>= 0.9-44)","2009-11-19"
"CircSpatial","tcltk (>= 2.10.0)","2009-11-19"
"CircStats","MASS","2009-11-19"
"CircStats","boot","2009-11-19"
"circular","boot","2009-11-19"
"class","R (>= 2.5.0)","2009-11-19"
"class","stats","2009-11-19"
"class","utils","2009-11-19"
"classGraph","methods","2009-11-19"
"classGraph","graph","2009-11-19"
"classGraph","Rgraphviz","2009-11-19"
"classifly","rggobi","2009-11-19"
"classifly","rpart","2009-11-19"
"classifly","MASS","2009-11-19"
"classifly","nnet","2009-11-19"
"classifly","class","2009-11-19"
"classifly","e1071","2009-11-19"
"classifly","reshape","2009-11-19"
"classInt","R (>= 2.2)","2009-11-19"
"classInt","grDevices","2009-11-19"
"classInt","stats","2009-11-19"
"classInt","class","2009-11-19"
"classInt","e1071","2009-11-19"
"clim.pact","ncdf","2009-11-19"
"clim.pact","akima","2009-11-19"
"clim.pact","R (>= 2.8.0)","2009-11-19"
"climatol","R (>= 1.8.0)","2009-11-19"
"clinfun","R (>= 2.0.0)","2009-11-19"
"clinfun","graphics","2009-11-19"
"clinfun","stats","2009-11-19"
"ClinicalRobustPriors","R (>= 2.7.2)","2009-11-19"
"clue","R (>= 2.7.0)","2009-11-19"
"clues","R (>= 2.8.1)","2009-11-19"
"clues","stats","2009-11-19"
"clues","utils","2009-11-19"
"cluster","R (>= 2.5.0)","2009-11-19"
"cluster","stats","2009-11-19"
"cluster","graphics","2009-11-19"
"cluster","utils","2009-11-19"
"clusterfly","rggobi","2009-11-19"
"clusterfly","ggplot2","2009-11-19"
"clusterfly","e1071","2009-11-19"
"clusterfly","cluster","2009-11-19"
"clusterGeneration","R (>= 2.8.1)","2009-11-19"
"clusterGeneration","MASS","2009-11-19"
"clusterRepro","R (>= 2.2.0)","2009-11-19"
"clusterSim","ade4","2009-11-19"
"clusterSim","cluster","2009-11-19"
"clusterSim","R2HTML","2009-11-19"
"clusterSim","e1071","2009-11-19"
"clusterSim","rgl","2009-11-19"
"clusterSim","MASS","2009-11-19"
"clustTool","R (>= 2.2.0)","2009-11-19"
"clustTool","mvoutlier","2009-11-19"
"clustTool","cluster","2009-11-19"
"clustTool","randomForest","2009-11-19"
"clustTool","tcltk","2009-11-19"
"clustTool","e1071","2009-11-19"
"clustTool","rpart","2009-11-19"
"clustTool","class","2009-11-19"
"clustTool","grid","2009-11-19"
"clustTool","mclust","2009-11-19"
"clustTool","fpc","2009-11-19"
"clustTool","flexclust","2009-11-19"
"clustTool","vegan","2009-11-19"
"clustTool","clue","2009-11-19"
"clustTool","mvpart","2009-11-19"
"clustTool","lattice","2009-11-19"
"clustTool","kernlab","2009-11-19"
"clustTool","compositions","2009-11-19"
"clustvarsel","mclust","2009-11-19"
"clv","cluster","2009-11-19"
"clv","class","2009-11-19"
"clValid","R (>= 2.0)","2009-11-19"
"clValid","methods","2009-11-19"
"clValid","cluster","2009-11-19"
"clValid","kohonen","2009-11-19"
"clValid","class","2009-11-19"
"clValid","mclust","2009-11-19"
"cmprsk","R (>= 2.6.0)","2009-11-19"
"cmprsk","survival","2009-11-19"
"cmrutils","R (>= 2.8.1)","2009-11-19"
"cmrutils","grDevices","2009-11-19"
"cmrutils","chron","2009-11-19"
"cobs","R (>= 2.5.1)","2009-11-19"
"cobs","SparseM","2009-11-19"
"cobs","quantreg","2009-11-19"
"cobs","splines","2009-11-19"
"cobs","grDevices","2009-11-19"
"cobs","graphics","2009-11-19"
"cobs","stats","2009-11-19"
"cobs","utils","2009-11-19"
"cocorresp","stats","2009-11-19"
"cocorresp","graphics","2009-11-19"
"cocorresp","vegan","2009-11-19"
"coda","R (>= 2.5.0)","2009-11-19"
"coda","lattice","2009-11-19"
"codetools","R (>= 2.1)","2009-11-19"
"coin","R (>= 2.2.0)","2009-11-19"
"coin","methods","2009-11-19"
"coin","survival","2009-11-19"
"coin","mvtnorm (>= 0.8-0)","2009-11-19"
"coin","modeltools (>= 0.2-9)","2009-11-19"
"colbycol","rJava","2009-11-19"
"colorspace","R (>= 2.0.0)","2009-11-19"
"colorspace","methods","2009-11-19"
"CombMSC","R(>= 2.4.0)","2009-11-19"
"compoisson","stats","2009-11-19"
"compoisson","MASS","2009-11-19"
"compositions","R (>= 2.2.0)","2009-11-19"
"compositions","rgl","2009-11-19"
"compositions","tensorA","2009-11-19"
"compositions","robustbase","2009-11-19"
"concor","R (>= 0.99)","2009-11-19"
"cond","R (>= 2.6.0)","2009-11-19"
"cond","statmod","2009-11-19"
"cond","survival","2009-11-19"
"condGEE","R (>= 2.01)","2009-11-19"
"condGEE","numDeriv","2009-11-19"
"condGEE","rootSolve","2009-11-19"
"Containers","R.oo","2009-11-19"
"Containers","rJava","2009-11-19"
"contrast","R (>= 2.2.1)","2009-11-19"
"contrast","Design","2009-11-19"
"ConvergenceConcepts","R (>= 2.5.0)","2009-11-19"
"ConvergenceConcepts","tkrplot","2009-11-19"
"ConvergenceConcepts","lattice","2009-11-19"
"convexHaz","R (>= 2.4)","2009-11-19"
"COP","dr","2009-11-19"
"copas","meta (>= 0.8)","2009-11-19"
"copula","methods","2009-11-19"
"copula","mvtnorm","2009-11-19"
"copula","scatterplot3d","2009-11-19"
"copula","sn","2009-11-19"
"copula","pspline","2009-11-19"
"corpcor","R (>= 2.7.0)","2009-11-19"
"corpora","R (>= 2.0.0)","2009-11-19"
"CORREP","e1071","2009-11-19"
"CoxBoost","survival","2009-11-19"
"coxme","survival","2009-11-19"
"coxme","bdsmatrix","2009-11-19"
"coxme","R (>= 2.0.0)","2009-11-19"
"coxphf","R (>= 2.3.1)","2009-11-19"
"coxphf","survival","2009-11-19"
"coxphw","R (>= 2.4.0)","2009-11-19"
"coxphw","survival","2009-11-19"
"coxrobust","R (>= 2.0.0)","2009-11-19"
"coxrobust","survival","2009-11-19"
"COZIGAM","R (>= 2.7.1)","2009-11-19"
"COZIGAM","mgcv","2009-11-19"
"CPE","R (>= 2.0.0)","2009-11-19"
"cramer","R (>= 0.65)","2009-11-19"
"cramer","boot","2009-11-19"
"crawl","R (>= 2.4.0)","2009-11-19"
"CreditMetrics","R (>= 2.2.0)","2009-11-19"
"crossdes","AlgDesign","2009-11-19"
"crossdes","gtools","2009-11-19"
"crossdes","MASS","2009-11-19"
"crosshybDetector","marray","2009-11-19"
"crosshybDetector","methods","2009-11-19"
"csampling","R (>= 2.6.0)","2009-11-19"
"csampling","marg","2009-11-19"
"csampling","statmod","2009-11-19"
"csampling","survival","2009-11-19"
"cshapes","R (>= 2.8.0)","2009-11-19"
"cshapes","sp","2009-11-19"
"cshapes","maptools","2009-11-19"
"cshapes","rJava","2009-11-19"
"ctv","R (>= 2.1.0)","2009-11-19"
"ctv","utils","2009-11-19"
"cudaBayesreg","R (>= 2.9.2)","2009-11-19"
"cudaBayesreg","AnalyzeFMRI","2009-11-19"
"curvetest","locfit","2009-11-19"
"CVThresh","R (>= 2.1)","2009-11-19"
"CVThresh","wavethresh (>= 2.2-10)","2009-11-19"
"CVThresh","EbayesThresh (>= 1.3.0)","2009-11-19"
"cwhmisc","R (>= 2.0)","2009-11-19"
"cwhmisc","lattice","2009-11-19"
"cyclones","ncdf","2009-11-19"
"cyclones","akima","2009-11-19"
"cyclones","clim.pact","2009-11-19"
"cyclones","R (>= 2.3.1)","2009-11-19"
"DAAG","R (>= 2.0.1)","2009-11-19"
"DAAG","MASS","2009-11-19"
"DAAG","rpart","2009-11-19"
"DAAG","randomForest","2009-11-19"
"DAAGbio","R (>= 2.4.0)","2009-11-19"
"DAAGbio","limma (>= 2.9.15)","2009-11-19"
"DAAGxtras","R (>= 2.4.0)","2009-11-19"
"Daim","R (>= 2.6.0)","2009-11-19"
"DAKS","R (>= 2.9.1)","2009-11-19"
"DAKS","relations","2009-11-19"
"DAKS","sets","2009-11-19"
"data.table","R (>= 2.4.0)","2009-11-19"
